transport_mode,origin_port,destination_region,cargo_type,season,carrier_reliability,customs_complexity,lead_time_days,shipment_weight_kg,distance_km,port_congestion_idx,weather_severity,customs_days,documentation_errors,is_delayed,delay_hours,base_cost_nzd,delay_cost_nzd,total_cost_nzd
Road,Port of Tauranga,Hamilton,Refrigerated,Spring,High,Simple,11.8,864.0,1840.0,2.32,1.95,3.3,0,0,0.0,1814.46,0.0,1814.46
Road,Port of Auckland,Christchurch,General Merchandise,Spring,Medium,Moderate,15.8,1997.1,2368.0,4.24,3.25,8.8,0,1,24.8,4193.93,1246.19,5440.12
Rail,Port of Tauranga,Christchurch,General Merchandise,Summer,High,Complex,16.4,1012.5,1284.0,2.66,2.45,4.6,0,1,9.3,1822.5,438.62,2261.12
Sea Freight,Port of Tauranga,Hamilton,Automotive,Summer,Low,Complex,19.4,194.2,920.0,2.7,1.7,3.6,0,1,37.8,233.04,1712.58,1945.63
Road,Port of Auckland,Hamilton,Hazardous,Autumn,Medium,Moderate,31.6,1164.2,684.0,3.28,2.68,1.1,2,1,22.4,2444.72,1777.65,4222.37
Sea Freight,Port of Auckland,Christchurch,Refrigerated,Winter,Low,Moderate,25.8,210.0,1605.0,2.04,1.68,0.7,1,0,0.0,252.0,0.0,252.0
Road,Port of Tauranga,Hamilton,Bulk,Autumn,High,Complex,20.8,704.2,2360.0,3.0,1.53,1.3,0,0,0.0,1478.91,0.0,1478.91
Road,Lyttelton Port,Wellington,Pharmaceuticals,Spring,High,Simple,18.9,114.2,1923.0,4.46,3.22,1.4,0,0,0.0,239.75,0.0,239.75
Air Cargo,Lyttelton Port,Dunedin,General Merchandise,Winter,High,Moderate,13.5,88.8,555.0,1.5,4.47,3.8,2,0,0.0,754.67,0.0,754.67
Sea Freight,Port of Tauranga,Christchurch,Automotive,Summer,High,Simple,8.4,549.2,2239.0,2.6,3.75,0.9,1,1,67.4,659.09,3436.91,4096.0
Road,Port of Tauranga,Dunedin,Hazardous,Winter,Medium,Complex,44.1,138.7,1852.0,2.73,2.04,4.1,0,0,0.0,291.33,0.0,291.33
Sea Freight,Port of Auckland,Christchurch,General Merchandise,Summer,Low,Simple,13.3,343.0,363.0,4.38,1.62,0.2,1,1,42.8,411.59,2296.4,2707.99
Sea Freight,Port of Auckland,Auckland,General Merchandise,Autumn,High,Simple,13.4,381.0,1796.0,2.32,3.02,1.6,1,1,31.4,457.2,1781.83,2239.03
Road,Port of Auckland,Christchurch,Refrigerated,Summer,Medium,Moderate,10.3,1223.7,759.0,3.25,1.02,4.5,0,0,0.0,2569.87,0.0,2569.87
Air Cargo,Port of Auckland,Wellington,Bulk,Summer,Medium,Simple,19.4,373.6,1254.0,2.27,0.78,4.0,1,0,0.0,3175.5,0.0,3175.5
Road,Port of Auckland,Hamilton,General Merchandise,Winter,High,Simple,13.7,595.4,786.0,0.62,0.69,2.2,0,0,0.0,1250.44,0.0,1250.44
Sea Freight,Port of Tauranga,Wellington,Hazardous,Winter,Medium,Moderate,26.8,1234.8,256.0,4.68,3.07,1.6,0,0,0.0,1481.74,0.0,1481.74
Sea Freight,Port of Tauranga,Dunedin,Bulk,Summer,High,Moderate,27.7,233.4,1933.0,3.51,1.8,3.3,0,0,0.0,280.11,0.0,280.11
Road,Wellington Port,Christchurch,Refrigerated,Spring,Low,Simple,14.2,1357.4,2080.0,2.41,1.7,1.9,0,1,28.9,2850.51,2272.1,5122.61
Air Cargo,Port of Auckland,Hamilton,Automotive,Autumn,Medium,Moderate,25.1,1476.1,618.0,3.11,0.82,0.9,2,0,0.0,12546.48,0.0,12546.48
Sea Freight,Lyttelton Port,Auckland,Automotive,Summer,High,Moderate,15.8,3646.8,637.0,1.25,2.92,1.5,0,0,0.0,4376.19,0.0,4376.19
Road,Port Otago,Tauranga,Refrigerated,Summer,Medium,Moderate,11.6,519.7,1103.0,2.01,0.89,0.5,0,0,0.0,1091.28,0.0,1091.28
Air Cargo,Port of Tauranga,Dunedin,Pharmaceuticals,Winter,High,Moderate,11.5,420.5,2038.0,4.56,0.97,5.5,0,0,0.0,3573.85,0.0,3573.85
Air Cargo,Port of Auckland,Hamilton,General Merchandise,Spring,Medium,Simple,18.9,1018.5,239.0,2.14,1.12,4.3,2,1,13.9,8657.62,1474.27,10131.89
Air Cargo,Port of Auckland,Wellington,General Merchandise,Winter,Low,Simple,13.6,97.9,2031.0,1.25,2.79,1.4,0,0,0.0,832.39,0.0,832.39
Road,Port of Auckland,Christchurch,Refrigerated,Spring,Low,Simple,18.2,82.5,2311.0,0.78,3.12,2.6,0,0,0.0,173.15,0.0,173.15
Road,Port of Auckland,Auckland,Bulk,Autumn,High,Simple,19.6,376.4,1426.0,0.74,0.8,0.2,0,0,0.0,790.36,0.0,790.36
Road,Lyttelton Port,Christchurch,Bulk,Autumn,High,Simple,15.1,1096.0,198.0,3.91,5.56,2.1,0,0,0.0,2301.67,0.0,2301.67
Sea Freight,Port of Auckland,Auckland,Refrigerated,Winter,Medium,Simple,13.3,149.0,710.0,3.71,2.07,0.6,0,0,0.0,178.86,0.0,178.86
Road,Port of Auckland,Christchurch,General Merchandise,Winter,Low,Moderate,14.1,857.5,323.0,4.8,4.54,2.5,1,0,0.0,1800.72,0.0,1800.72
Air Cargo,Lyttelton Port,Christchurch,General Merchandise,Autumn,Low,Moderate,24.5,301.2,685.0,1.31,0.22,7.1,0,0,0.0,2560.43,0.0,2560.43
Air Cargo,Lyttelton Port,Wellington,Automotive,Spring,High,Complex,10.7,893.7,2039.0,0.67,0.61,1.0,0,0,0.0,7596.41,0.0,7596.41
Sea Freight,Port of Tauranga,Wellington,Automotive,Summer,Medium,Simple,10.7,538.5,186.0,1.0,1.88,0.3,1,0,0.0,646.18,0.0,646.18
Road,Lyttelton Port,Dunedin,Bulk,Autumn,Low,Simple,13.2,147.9,745.0,2.59,3.28,3.1,1,0,0.0,310.53,0.0,310.53
Road,Port of Tauranga,Auckland,Bulk,Winter,High,Moderate,24.8,277.3,1317.0,5.11,3.45,1.3,0,0,0.0,582.23,0.0,582.23
Sea Freight,Port of Auckland,Hamilton,Hazardous,Winter,Low,Simple,25.2,248.5,2191.0,1.49,0.6,3.8,1,0,0.0,298.17,0.0,298.17
Sea Freight,Port of Tauranga,Auckland,General Merchandise,Autumn,High,Moderate,19.2,193.9,662.0,6.58,3.65,4.2,0,1,17.1,232.63,776.18,1008.81
Road,Port of Tauranga,Auckland,Refrigerated,Autumn,High,Moderate,23.3,555.4,1957.0,0.68,5.36,4.0,0,0,0.0,1166.36,0.0,1166.36
Sea Freight,Wellington Port,Auckland,Bulk,Autumn,High,Simple,12.8,2525.0,1480.0,2.51,1.79,1.7,0,0,0.0,3029.94,0.0,3029.94
Rail,Port of Auckland,Hamilton,Hazardous,Winter,Medium,Simple,10.8,908.6,1707.0,0.89,1.41,6.7,1,0,0.0,1635.41,0.0,1635.41
Air Cargo,Port of Tauranga,Wellington,General Merchandise,Spring,Low,Simple,17.1,1496.3,2161.0,0.59,5.41,0.9,2,1,35.8,12718.73,2879.38,15598.11
Air Cargo,Port of Auckland,Dunedin,Pharmaceuticals,Winter,Medium,Simple,20.0,3224.0,115.0,1.11,3.26,4.8,0,0,0.0,27404.31,0.0,27404.31
Sea Freight,Port of Tauranga,Christchurch,Automotive,Autumn,High,Simple,26.9,672.3,1348.0,1.73,3.01,1.2,1,0,0.0,806.77,0.0,806.77
Sea Freight,Port of Auckland,Auckland,General Merchandise,Spring,High,Simple,9.8,267.5,1881.0,2.39,0.52,1.6,0,0,0.0,321.02,0.0,321.02
Rail,Port of Auckland,Hamilton,Bulk,Spring,Medium,Moderate,15.6,2152.8,2217.0,3.0,0.7,3.4,0,0,0.0,3874.99,0.0,3874.99
Sea Freight,Port Otago,Auckland,Pharmaceuticals,Autumn,Medium,Simple,11.9,1010.5,375.0,1.89,4.63,1.4,1,0,0.0,1212.57,0.0,1212.57
Road,Port of Tauranga,Hamilton,General Merchandise,Summer,Medium,Moderate,7.6,2604.2,887.0,0.55,3.29,5.0,2,0,0.0,5468.82,0.0,5468.82
Sea Freight,Port of Tauranga,Auckland,Hazardous,Autumn,High,Simple,16.1,892.2,242.0,0.82,0.98,0.5,0,0,0.0,1070.66,0.0,1070.66
Sea Freight,Port of Auckland,Wellington,Refrigerated,Autumn,Medium,Simple,19.1,1243.8,2096.0,0.54,5.06,5.5,0,0,0.0,1492.61,0.0,1492.61
Sea Freight,Port of Auckland,Hamilton,Refrigerated,Spring,Low,Simple,14.3,1820.5,2151.0,2.26,0.68,4.4,0,0,0.0,2184.55,0.0,2184.55
Air Cargo,Port of Tauranga,Tauranga,Automotive,Spring,Medium,Simple,14.9,1189.2,1235.0,3.55,5.09,4.8,0,0,0.0,10108.15,0.0,10108.15
Rail,Port Otago,Wellington,Refrigerated,Spring,Medium,Simple,14.8,711.6,101.0,2.19,3.18,1.1,0,0,0.0,1280.9,0.0,1280.9
Sea Freight,Wellington Port,Dunedin,General Merchandise,Autumn,Low,Simple,9.7,560.8,300.0,2.82,1.31,0.5,0,1,37.7,672.97,1727.64,2400.61
Sea Freight,Port of Tauranga,Auckland,General Merchandise,Winter,Medium,Simple,14.7,1437.0,1580.0,1.7,3.83,1.5,0,0,0.0,1724.39,0.0,1724.39
Sea Freight,Port of Tauranga,Hamilton,General Merchandise,Autumn,Medium,Simple,8.6,1232.7,2457.0,2.04,1.48,7.8,0,1,18.4,1479.21,860.19,2339.4
Air Cargo,Port Otago,Christchurch,Refrigerated,Summer,Medium,Moderate,19.8,415.1,2105.0,1.92,3.57,0.9,1,0,0.0,3528.43,0.0,3528.43
Sea Freight,Port of Tauranga,Auckland,Bulk,Winter,High,Moderate,12.0,601.9,2005.0,5.63,0.84,0.9,1,1,41.6,722.22,2257.27,2979.49
Road,Port of Tauranga,Wellington,General Merchandise,Summer,Medium,Simple,24.8,856.3,1074.0,3.89,1.72,0.4,0,1,3.6,1798.16,169.08,1967.24
Air Cargo,Port of Auckland,Auckland,Bulk,Winter,Low,Simple,7.1,73.0,2464.0,1.41,1.06,1.2,0,1,28.4,620.71,1298.18,1918.89
Air Cargo,Lyttelton Port,Wellington,Bulk,Winter,High,Moderate,24.6,277.6,2071.0,0.69,1.42,1.0,1,0,0.0,2359.23,0.0,2359.23
Sea Freight,Port of Tauranga,Auckland,General Merchandise,Spring,Low,Moderate,11.6,280.4,872.0,1.0,1.58,3.0,2,0,0.0,336.45,0.0,336.45
Rail,Port Otago,Christchurch,Bulk,Summer,Medium,Complex,28.0,1768.0,1884.0,0.68,2.28,2.6,0,0,0.0,3182.49,0.0,3182.49
Sea Freight,Lyttelton Port,Tauranga,Bulk,Spring,Medium,Simple,19.6,372.2,1110.0,2.83,1.03,2.6,0,0,0.0,446.59,0.0,446.59
Sea Freight,Port of Auckland,Auckland,Refrigerated,Spring,Medium,Simple,26.6,680.2,1668.0,4.28,0.51,1.3,0,1,20.7,816.26,1575.88,2392.15
Air Cargo,Lyttelton Port,Christchurch,Refrigerated,Spring,Medium,Moderate,15.4,1475.1,2427.0,2.76,3.89,2.1,2,0,0.0,12538.06,0.0,12538.06
Air Cargo,Port Otago,Christchurch,Bulk,Spring,Low,Moderate,22.1,290.6,654.0,3.45,4.56,0.8,1,0,0.0,2469.7,0.0,2469.7
Sea Freight,Port of Auckland,Dunedin,Pharmaceuticals,Winter,Medium,Simple,16.7,155.7,1998.0,4.75,2.28,0.7,0,1,20.9,186.83,2616.06,2802.89
Sea Freight,Port of Auckland,Christchurch,Refrigerated,Autumn,Low,Moderate,9.6,2420.8,1496.0,4.66,3.16,4.1,0,1,30.3,2904.92,2383.48,5288.4
Road,Port of Auckland,Christchurch,Refrigerated,Winter,Medium,Simple,11.5,1025.8,2377.0,1.35,4.7,3.4,0,0,0.0,2154.11,0.0,2154.11
Sea Freight,Port of Tauranga,Wellington,Refrigerated,Winter,Medium,Simple,27.4,205.9,379.0,1.06,1.69,1.8,0,0,0.0,247.07,0.0,247.07
Road,Port of Tauranga,Auckland,General Merchandise,Winter,Low,Simple,15.0,1420.6,1813.0,0.31,1.4,1.6,2,0,0.0,2983.17,0.0,2983.17
Air Cargo,Port of Tauranga,Auckland,Hazardous,Spring,High,Simple,16.0,1287.6,141.0,1.52,3.6,2.6,1,0,0.0,10944.99,0.0,10944.99
Sea Freight,Port of Auckland,Wellington,Refrigerated,Autumn,Medium,Moderate,14.0,1503.9,654.0,3.23,2.37,1.8,2,0,0.0,1804.64,0.0,1804.64
Air Cargo,Port Otago,Auckland,General Merchandise,Summer,High,Moderate,12.3,308.6,836.0,4.63,3.76,1.4,0,0,0.0,2623.15,0.0,2623.15
Sea Freight,Port of Auckland,Christchurch,Refrigerated,Winter,Low,Moderate,13.2,526.2,1109.0,1.84,4.14,4.0,0,1,35.4,631.45,2685.32,3316.77
Road,Port of Auckland,Wellington,General Merchandise,Autumn,Medium,Simple,15.3,996.5,2415.0,3.51,1.39,2.9,0,0,0.0,2092.62,0.0,2092.62
Air Cargo,Port of Tauranga,Christchurch,Refrigerated,Autumn,Low,Simple,13.9,446.3,216.0,3.91,2.89,1.7,1,0,0.0,3793.66,0.0,3793.66
Sea Freight,Port of Tauranga,Auckland,General Merchandise,Summer,Low,Simple,24.7,108.0,464.0,2.56,2.72,1.0,0,1,34.7,129.64,1565.57,1695.2
Air Cargo,Port of Auckland,Tauranga,General Merchandise,Autumn,High,Simple,13.5,167.4,547.0,3.07,1.8,0.1,0,0,0.0,1422.58,0.0,1422.58
Rail,Port of Auckland,Dunedin,Automotive,Spring,High,Moderate,25.9,777.3,1089.0,1.26,3.59,1.6,0,0,0.0,1399.1,0.0,1399.1
Sea Freight,Port of Auckland,Auckland,Automotive,Winter,Medium,Simple,13.1,426.2,199.0,1.92,1.64,0.2,0,1,31.7,511.46,1446.25,1957.71
Rail,Lyttelton Port,Wellington,General Merchandise,Summer,Medium,Moderate,15.3,54.3,2415.0,1.28,5.49,0.1,0,0,0.0,97.77,0.0,97.77
Sea Freight,Lyttelton Port,Christchurch,Hazardous,Autumn,High,Moderate,12.4,1214.9,1422.0,1.4,1.77,0.4,0,0,0.0,1457.85,0.0,1457.85
Sea Freight,Port of Tauranga,Auckland,General Merchandise,Autumn,High,Simple,15.6,481.2,2043.0,0.5,5.59,0.1,0,0,0.0,577.5,0.0,577.5
Sea Freight,Lyttelton Port,Wellington,Refrigerated,Autumn,Medium,Moderate,14.8,351.2,1943.0,1.54,0.83,1.4,0,0,0.0,421.48,0.0,421.48
Sea Freight,Lyttelton Port,Auckland,Refrigerated,Autumn,High,Simple,21.0,1050.1,1669.0,5.17,5.59,0.4,0,0,0.0,1260.08,0.0,1260.08
Sea Freight,Port of Auckland,Dunedin,General Merchandise,Spring,Low,Moderate,15.0,535.7,2266.0,4.58,3.04,0.7,1,0,0.0,642.88,0.0,642.88
Sea Freight,Wellington Port,Dunedin,Bulk,Summer,Low,Moderate,27.5,999.5,2261.0,3.42,3.49,2.3,1,1,50.5,1199.41,2696.45,3895.87
Rail,Port Otago,Christchurch,General Merchandise,Winter,Medium,Simple,12.2,60.6,363.0,6.28,1.29,2.8,0,0,0.0,109.13,0.0,109.13
Road,Port of Auckland,Christchurch,General Merchandise,Spring,High,Simple,18.1,57.6,2260.0,1.1,4.56,2.6,0,0,0.0,120.9,0.0,120.9
Road,Port of Auckland,Tauranga,Bulk,Spring,High,Moderate,19.4,706.6,1334.0,2.58,2.75,2.4,0,0,0.0,1483.87,0.0,1483.87
Sea Freight,Port of Auckland,Tauranga,Bulk,Summer,Medium,Simple,23.5,3273.4,707.0,2.29,4.84,5.4,0,0,0.0,3928.06,0.0,3928.06
Sea Freight,Port of Auckland,Tauranga,Refrigerated,Winter,Low,Moderate,12.1,304.4,1541.0,1.42,3.16,1.1,0,0,0.0,365.23,0.0,365.23
Sea Freight,Lyttelton Port,Auckland,Refrigerated,Summer,High,Simple,22.5,968.8,738.0,1.36,0.61,0.8,0,0,0.0,1162.58,0.0,1162.58
Road,Port of Tauranga,Auckland,Refrigerated,Autumn,High,Moderate,32.8,201.2,1224.0,2.46,6.59,1.4,1,0,0.0,422.61,0.0,422.61
Rail,Lyttelton Port,Christchurch,Refrigerated,Summer,High,Complex,21.5,348.6,2050.0,1.31,0.22,1.0,0,0,0.0,627.57,0.0,627.57
Sea Freight,Lyttelton Port,Christchurch,Refrigerated,Spring,Medium,Moderate,11.4,115.0,129.0,2.57,2.56,3.0,1,0,0.0,138.04,0.0,138.04
Sea Freight,Lyttelton Port,Auckland,Refrigerated,Summer,Medium,Simple,14.1,1751.5,499.0,5.96,0.33,3.4,0,0,0.0,2101.82,0.0,2101.82
Air Cargo,Lyttelton Port,Auckland,Hazardous,Winter,High,Simple,16.4,347.4,2394.0,5.9,2.62,5.0,1,0,0.0,2952.55,0.0,2952.55
Sea Freight,Port of Auckland,Dunedin,Bulk,Winter,Medium,Simple,12.9,259.6,1140.0,5.03,3.67,3.0,0,0,0.0,311.49,0.0,311.49
Sea Freight,Port of Auckland,Dunedin,Bulk,Spring,Medium,Moderate,24.9,1099.3,793.0,0.2,3.9,3.2,0,1,28.7,1319.11,1339.91,2659.02
Air Cargo,Lyttelton Port,Wellington,Refrigerated,Winter,Medium,Simple,9.9,228.0,2312.0,1.56,5.46,0.5,0,0,0.0,1937.62,0.0,1937.62
Road,Port of Auckland,Dunedin,Refrigerated,Autumn,Medium,Simple,11.9,269.8,2282.0,0.95,1.94,5.6,1,0,0.0,566.66,0.0,566.66
Sea Freight,Port of Auckland,Christchurch,Refrigerated,Summer,Low,Complex,13.3,137.5,158.0,4.56,2.35,1.5,1,1,52.0,165.01,4258.15,4423.16
Sea Freight,Port Otago,Hamilton,Hazardous,Summer,Medium,Simple,21.8,2684.7,938.0,3.25,4.94,0.3,0,0,0.0,3221.65,0.0,3221.65
Rail,Lyttelton Port,Wellington,Refrigerated,Spring,Medium,Moderate,16.2,277.6,2286.0,2.73,3.75,4.1,1,0,0.0,499.73,0.0,499.73
Sea Freight,Port of Auckland,Auckland,Automotive,Winter,Low,Moderate,20.5,4402.5,490.0,3.13,2.12,3.5,0,1,27.4,5283.02,1412.55,6695.57
Sea Freight,Lyttelton Port,Wellington,Bulk,Winter,Low,Moderate,16.1,205.0,1467.0,2.47,1.16,0.9,0,0,0.0,246.02,0.0,246.02
Sea Freight,Lyttelton Port,Wellington,Automotive,Summer,High,Simple,17.5,66.7,836.0,4.53,2.71,1.9,2,0,0.0,80.03,0.0,80.03
Sea Freight,Port of Auckland,Christchurch,Bulk,Spring,High,Simple,13.6,1858.3,1855.0,0.55,2.76,4.2,0,0,0.0,2230.01,0.0,2230.01
Sea Freight,Port of Auckland,Auckland,Pharmaceuticals,Winter,Low,Complex,18.8,744.0,438.0,5.0,2.27,2.4,2,1,42.4,892.84,6050.09,6942.93
Road,Wellington Port,Tauranga,Bulk,Spring,High,Simple,21.5,396.4,1510.0,1.23,1.42,2.7,0,0,0.0,832.36,0.0,832.36
Sea Freight,Port of Auckland,Auckland,Pharmaceuticals,Winter,Low,Moderate,11.4,626.2,50.0,2.45,2.22,2.3,1,1,35.3,751.38,4800.17,5551.55
Sea Freight,Port of Auckland,Auckland,General Merchandise,Autumn,High,Moderate,13.8,291.7,669.0,3.08,2.9,0.4,1,1,64.2,350.0,3265.88,3615.88
Air Cargo,Port of Tauranga,Christchurch,General Merchandise,Autumn,Low,Simple,17.5,855.8,447.0,3.19,4.51,2.2,0,0,0.0,7273.94,0.0,7273.94
Air Cargo,Lyttelton Port,Christchurch,Hazardous,Summer,Medium,Moderate,18.6,816.7,564.0,0.48,0.32,3.3,1,0,0.0,6941.67,0.0,6941.67
Road,Port of Auckland,Wellington,Pharmaceuticals,Winter,Medium,Moderate,11.1,116.9,2158.0,1.98,3.27,1.2,0,1,33.5,245.43,4202.7,4448.13
Road,Port of Auckland,Hamilton,Refrigerated,Winter,High,Moderate,26.7,1982.5,2291.0,0.47,2.31,4.5,1,0,0.0,4163.24,0.0,4163.24
Sea Freight,Port of Auckland,Christchurch,General Merchandise,Summer,Low,Moderate,15.3,543.7,1900.0,0.8,1.81,1.3,0,0,0.0,652.47,0.0,652.47
Road,Wellington Port,Christchurch,Hazardous,Summer,High,Complex,14.2,223.7,1496.0,1.56,3.12,1.5,0,0,0.0,469.74,0.0,469.74
Air Cargo,Port of Auckland,Hamilton,Bulk,Summer,High,Simple,34.7,343.8,616.0,2.6,4.52,2.4,0,0,0.0,2922.5,0.0,2922.5
Rail,Port of Tauranga,Auckland,Refrigerated,Spring,High,Moderate,18.6,1659.3,723.0,3.64,4.46,1.0,0,1,1.9,2986.66,152.01,3138.68
Air Cargo,Wellington Port,Christchurch,Bulk,Summer,Low,Simple,19.8,436.5,809.0,2.02,0.82,5.3,1,1,28.2,3710.67,1749.31,5459.98
Rail,Port of Auckland,Dunedin,Pharmaceuticals,Autumn,Medium,Moderate,16.9,710.4,1954.0,0.47,2.02,2.4,1,0,0.0,1278.64,0.0,1278.64
Road,Wellington Port,Auckland,Automotive,Autumn,Medium,Simple,15.6,2410.5,670.0,4.19,3.25,3.6,0,0,0.0,5061.95,0.0,5061.95
Sea Freight,Wellington Port,Wellington,General Merchandise,Autumn,Medium,Simple,19.1,893.8,2435.0,2.71,0.65,3.7,0,0,0.0,1072.55,0.0,1072.55
Air Cargo,Port Otago,Tauranga,Refrigerated,Winter,Low,Simple,10.5,950.9,2001.0,3.41,2.33,3.3,0,0,0.0,8082.74,0.0,8082.74
Rail,Port of Auckland,Wellington,Refrigerated,Spring,Medium,Simple,16.2,278.6,2499.0,2.1,1.69,5.4,0,0,0.0,501.52,0.0,501.52
Road,Lyttelton Port,Wellington,Refrigerated,Summer,Medium,Simple,12.3,932.8,1175.0,4.41,3.43,3.1,0,1,30.8,1958.9,2382.36,4341.25
Sea Freight,Lyttelton Port,Tauranga,General Merchandise,Winter,Medium,Moderate,12.6,450.4,1494.0,0.91,2.38,2.5,1,0,0.0,540.53,0.0,540.53
Road,Wellington Port,Auckland,Bulk,Autumn,Medium,Simple,10.0,1985.7,737.0,4.31,0.88,3.7,1,0,0.0,4169.92,0.0,4169.92
Sea Freight,Port of Auckland,Auckland,Refrigerated,Spring,High,Moderate,12.5,161.0,1529.0,3.8,0.81,4.8,0,0,0.0,193.18,0.0,193.18
Sea Freight,Lyttelton Port,Dunedin,Automotive,Autumn,High,Simple,12.8,319.1,2436.0,1.47,1.59,1.3,2,1,19.6,382.91,1591.73,1974.64
Sea Freight,Port of Auckland,Dunedin,Pharmaceuticals,Summer,High,Simple,8.0,104.6,124.0,1.77,1.97,1.2,2,1,24.1,125.55,3710.19,3835.74
Sea Freight,Port of Auckland,Wellington,General Merchandise,Winter,High,Simple,26.0,433.6,759.0,5.53,2.41,1.9,0,0,0.0,520.31,0.0,520.31
Road,Port of Tauranga,Christchurch,Pharmaceuticals,Summer,Medium,Simple,20.3,178.5,739.0,2.8,3.66,1.7,1,0,0.0,374.82,0.0,374.82
Sea Freight,Lyttelton Port,Dunedin,Bulk,Summer,Medium,Simple,10.8,1542.2,2457.0,4.35,5.3,2.5,0,0,0.0,1850.65,0.0,1850.65
Road,Port of Tauranga,Hamilton,Hazardous,Winter,Low,Complex,11.7,2122.7,375.0,2.88,3.31,2.0,0,0,0.0,4457.62,0.0,4457.62
Sea Freight,Port of Tauranga,Auckland,Refrigerated,Winter,High,Simple,10.8,935.5,2040.0,5.94,2.8,1.6,0,0,0.0,1122.65,0.0,1122.65
Sea Freight,Wellington Port,Auckland,Hazardous,Autumn,Medium,Moderate,13.6,137.3,723.0,6.61,2.07,1.0,0,0,0.0,164.71,0.0,164.71
Sea Freight,Port of Tauranga,Wellington,Refrigerated,Winter,Medium,Simple,13.4,384.4,2158.0,5.99,2.89,0.1,0,1,35.5,461.27,2683.92,3145.19
Sea Freight,Lyttelton Port,Dunedin,Bulk,Winter,High,Complex,33.7,2720.4,1245.0,4.99,2.59,1.7,0,1,42.4,3264.47,2081.51,5345.99
Sea Freight,Port of Tauranga,Dunedin,General Merchandise,Winter,Medium,Simple,13.6,167.2,644.0,2.04,3.66,0.7,1,1,36.2,200.67,1987.66,2188.33
Sea Freight,Port of Tauranga,Tauranga,Bulk,Winter,Low,Complex,18.0,700.4,1789.0,1.73,1.26,0.6,0,0,0.0,840.51,0.0,840.51
Air Cargo,Lyttelton Port,Dunedin,General Merchandise,Winter,High,Simple,11.8,398.2,2112.0,0.99,5.81,1.3,0,0,0.0,3385.04,0.0,3385.04
Sea Freight,Wellington Port,Christchurch,General Merchandise,Summer,Medium,Simple,21.0,5718.2,1202.0,0.91,0.93,2.2,0,0,0.0,6861.81,0.0,6861.81
Sea Freight,Port of Tauranga,Wellington,Hazardous,Autumn,High,Moderate,13.5,318.8,1799.0,0.75,2.66,0.7,0,1,22.6,382.58,1026.61,1409.19
Sea Freight,Lyttelton Port,Hamilton,Hazardous,Autumn,High,Moderate,9.9,89.2,495.0,2.03,1.68,1.7,0,1,18.3,106.99,827.57,934.56
Road,Port of Auckland,Hamilton,Refrigerated,Autumn,Medium,Simple,12.7,1019.0,2347.0,3.07,3.47,0.9,2,0,0.0,2139.94,0.0,2139.94
Rail,Port of Auckland,Christchurch,General Merchandise,Spring,Low,Simple,12.4,366.5,286.0,1.79,1.33,2.1,0,1,19.6,659.7,898.71,1558.4
Air Cargo,Port of Tauranga,Auckland,Automotive,Autumn,Medium,Moderate,18.8,907.4,594.0,1.58,1.58,0.6,0,0,0.0,7712.71,0.0,7712.71
Sea Freight,Port of Auckland,Tauranga,Bulk,Summer,Medium,Simple,15.8,138.4,756.0,0.73,1.52,1.0,0,0,0.0,166.12,0.0,166.12
Sea Freight,Port of Auckland,Wellington,General Merchandise,Autumn,Low,Simple,17.3,642.3,424.0,0.9,1.5,3.5,1,1,37.1,770.76,2055.69,2826.45
Rail,Port of Tauranga,Wellington,Hazardous,Summer,High,Moderate,22.2,426.3,1046.0,6.78,0.89,1.4,1,0,0.0,767.34,0.0,767.34
Sea Freight,Port of Auckland,Christchurch,Refrigerated,Winter,Medium,Moderate,9.0,665.6,1171.0,1.78,0.73,3.2,0,1,28.6,798.74,2176.53,2975.28
Sea Freight,Port of Auckland,Christchurch,General Merchandise,Autumn,Medium,Simple,14.5,1586.4,1321.0,1.11,1.1,3.8,0,0,0.0,1903.72,0.0,1903.72
Sea Freight,Port of Tauranga,Auckland,Bulk,Winter,Low,Moderate,13.3,2932.1,150.0,2.0,5.79,0.3,0,0,0.0,3518.5,0.0,3518.5
Sea Freight,Port of Tauranga,Dunedin,Automotive,Autumn,Medium,Simple,18.7,1169.1,587.0,1.08,1.78,0.8,0,1,21.1,1402.95,987.04,2389.99
Sea Freight,Wellington Port,Auckland,Bulk,Spring,Low,Simple,18.0,1214.9,2029.0,2.61,1.31,2.7,1,0,0.0,1457.86,0.0,1457.86
Road,Lyttelton Port,Auckland,General Merchandise,Spring,High,Simple,8.7,652.2,2036.0,2.39,3.69,1.3,1,0,0.0,1369.64,0.0,1369.64
Sea Freight,Port of Tauranga,Wellington,Automotive,Winter,Medium,Complex,18.1,132.0,859.0,3.8,2.71,2.9,0,0,0.0,158.38,0.0,158.38
Air Cargo,Wellington Port,Hamilton,Refrigerated,Spring,Medium,Simple,12.3,929.8,1180.0,1.4,3.77,1.8,0,0,0.0,7903.58,0.0,7903.58
Sea Freight,Lyttelton Port,Tauranga,Pharmaceuticals,Winter,Medium,Simple,24.3,177.9,499.0,3.32,4.06,0.8,0,0,0.0,213.51,0.0,213.51
Sea Freight,Port of Auckland,Hamilton,General Merchandise,Spring,Medium,Moderate,15.0,275.5,2064.0,1.68,1.77,0.8,0,0,0.0,330.64,0.0,330.64
